"Symbol","Name","Sector","Industry","PE_Ratio","PEG_Ratio","Price_to_Book","Price_to_Sales","EV_to_EBITDA","EV_to_Revenue","Profit_Margin","Operating_Margin","Return_on_Assets","Return_on_Equity","Revenue_Growth_YOY","EPS_Growth_YOY","Current_Ratio","Debt_to_Equity","Interest_Coverage","Dividend_Yield","Dividend_Per_Share","Dividend_Payout_Ratio","Beta","Fifty_Two_Week_High","Fifty_Two_Week_Low","Market_Cap","EBITDA","Revenue_TTM"
"FANG","Diamondback Energy Inc","ENERGY & TRANSPORTATION","CRUDE PETROLEUM & NATURAL GAS",9.67,1.201,1.152,4.117,7.41,5.14,0.316,0.422,0.0634,0.129,0.661,-0.314,NA,NA,NA,0.0413,6.21,NA,1.831,209.42,137.09,43474035000,7.731e+09,1.0561e+10
"PSA","Public Storage","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",28.02,11.56,9.75,11.09,18.7,13.96,0.439,0.466,0.0697,0.209,0.014,0.453,NA,NA,NA,0.0403,12,NA,0.73,362.91,246.58,52296774000,3335253000,4715437000
"MRK","Merck & Company Inc","LIFE SCIENCES","PHARMACEUTICAL PREPARATIONS",14.03,0.868,5.16,3.723,10.2,4.088,0.267,0.342,0.139,0.408,0.068,-0.333,NA,NA,NA,0.0343,3.08,NA,0.363,132.67,81.04,238887600000,2.9134e+10,64168002000
"BEN","Franklin Resources Inc","FINANCE","INVESTMENT ADVICE",30.5,1.498,0.823,1.174,13.92,2.219,0.0432,0.148,0.0247,0.0402,0.131,-0.423,NA,NA,NA,0.0656,1.25,NA,1.45,26.93,18.37,10255770000,1718400000,8738500000
"RF","Regions Financial Corporation","FINANCE","NATIONAL COMMERCIAL BANKS",11.1,10.76,1.2,2.942,NA,3.898,0.287,0.47,0.0122,0.107,0.156,0,NA,NA,NA,0.0467,0.98,NA,1.208,27.41,17.18,19404116000,NA,6.596e+09
"REG","Regency Centers Corporation","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",33.68,4.105,1.983,8.63,18.19,12.43,0.266,0.395,0.0286,0.0582,0.036,-0.038,NA,NA,NA,0.0397,2.715,NA,1.23,77.43,54.34,12967575000,939751000,1503291000
"GWW","WW Grainger Inc","TRADE & SERVICES","WHOLESALE-DURABLE GOODS",25,2.237,13.88,2.716,16.83,2.841,0.111,0.158,0.197,0.557,0.059,0.228,NA,NA,NA,0.0085,8.01,NA,1.175,1225.23,869.92,46621245000,2.909e+09,1.7168e+10
"EFX","Equifax Inc","TRADE & SERVICES","SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",48.74,0.948,6.1,5.15,19.82,6,0.106,0.227,0.056,0.126,0.07,0.314,NA,NA,NA,0.0066,1.56,NA,1.647,308.65,211.73,29259741000,1757400000,5681100000
"NVDA","NVIDIA Corporation","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",41.38,1.173,37.42,22.75,34.08,22.5,0.558,0.611,0.574,1.192,0.779,0.836,NA,NA,NA,3e-04,0.034,NA,1.765,153.12,75.59,2968747770000,83316998000,130497004000
"DECK","Deckers Outdoor Corporation","MANUFACTURING","RUBBER & PLASTICS FOOTWEAR",19.27,1.321,6.85,3.658,12.47,3.256,0.191,0.31,0.198,0.398,0.171,0.19,NA,NA,NA,NA,NA,NA,1.099,223.98,115.06,18012539000,1226205000,4923590000
"NDSN","Nordson Corporation","TECHNOLOGY","GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",26.35,1.718,4.106,4.417,17.53,5.23,0.169,0.231,0.0744,0.162,-0.028,-0.132,NA,NA,NA,0.015,2.92,NA,0.923,276.8,196.83,11803486000,801489000,2672148000
"MPWR","Monolithic Power Systems Inc","MANUFACTURING","SEMICONDUCTORS & RELATED DEVICES",17.5,2.076,9.22,13.89,48.91,12.76,0.809,0.263,0.111,0.688,0.369,14.09,NA,NA,NA,0.0103,5,NA,1.038,956.36,545.57,30664874000,575788000,2207100000
"TDG","Transdigm Group Incorporated","MANUFACTURING","AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",47.83,4.129,NA,9.34,24.45,12.11,0.224,0.491,0.112,0,0.121,0.564,NA,NA,NA,0,0,NA,1.379,1424.68,1114.14,76215599000,4.123e+09,8.157e+09
"POOL","Pool Corporation","TRADE & SERVICES","WHOLESALE-MISC DURABLE GOODS",28.92,1.81,9.66,2.317,20.37,2.542,0.0818,0.0614,0.114,0.336,-0.016,-0.261,NA,NA,NA,0.0147,4.7,NA,1.053,415.31,290.48,12307431000,661788000,5310953000
"UDR","UDR Inc","REAL ESTATE & CONSTRUCTION","REAL ESTATE INVESTMENT TRUSTS",168.77,-4.53,4.217,9.73,20.38,12.2,0.0527,0.204,0.0175,0.0204,0.054,-0.377,NA,NA,NA,0.0397,1.7,NA,0.872,46.59,34.07,16535432000,1003089000,1700177000
"FTV","Fortive Corp","LIFE SCIENCES","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",31.67,1.093,2.496,4.081,17.1,4.573,0.134,0.171,0.0421,0.0812,0.023,-0.189,NA,NA,NA,0.0043,0.32,NA,1.212,86.74,65.94,25433272000,1686800000,6231800000
"TPR","Tapestry Inc","MANUFACTURING","LEATHER & LEATHER PRODUCTS",20.7,1.05,10.91,2.176,13.76,2.611,0.117,0.25,0.0796,0.398,0.053,-0.007,NA,NA,NA,0.0199,1.4,NA,1.599,90.46,34.59,14743609000,1511200000,6776400000
"TRMB","Trimble Inc","LIFE SCIENCES","MEASURING & CONTROLLING DEVICES, NEC",11.54,2.405,2.969,4.688,7.66,4.841,0.408,0.179,0.0316,0.294,0.055,0.439,NA,NA,NA,NA,NA,NA,1.571,77.78,48.65,17266889000,712200000,3683300000
"GNRC","Generac Holdings Inc","MANUFACTURING","MOTORS & GENERATORS",24.58,1.177,3.166,1.838,13.55,2.116,0.0736,0.16,0.0658,0.131,0.161,0.369,NA,NA,NA,NA,NA,NA,1.499,195.94,112.81,7897662000,708510000,4295834000
"LHX","L3Harris Technologies Inc","MANUFACTURING","SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",27.06,0.306,2.03,1.875,14.39,2.403,0.0704,0.217,0.0394,0.0787,0.034,1.857,NA,NA,NA,0.0227,4.64,NA,0.741,263.05,192.04,39979753000,3.927e+09,21325001000
"DD","Dupont De Nemours Inc","LIFE SCIENCES","PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",43.9,0.419,1.38,2.623,13.64,3.031,0.0568,0.156,0.0311,0.0321,0.067,0.548,NA,NA,NA,0.0211,1.52,NA,1.28,89.2,71.03,32482406000,3.066e+09,1.2386e+10
"REGN","Regeneron Pharmaceuticals Inc","LIFE SCIENCES","PHARMACEUTICAL PREPARATIONS",17.7,0.998,2.527,5.22,12.76,4.778,0.311,0.269,0.0731,0.16,0.103,-0.208,NA,NA,NA,0.0052,0,NA,0.268,1209.65,641.18,74168263000,4.628e+09,1.4202e+10
